ID,Income,AppliedOnline,Residence,Yrs at Current Address,Yrs with Current Employer,Number of Cards,Creditcard Debt,Loans,Loan Amount
101512.000000,45621.000000,"YES","Owner Occupier",1.000000,19.000000,1.000000,1878.000000,0.000000,9260.000000
100683.000000,45549.000000,"NO","Owner Occupier",2.000000,21.000000,1.000000,5791.000000,0.000000,13325.000000
101503.000000,44095.000000,"YES","Private Renting",13.000000,4.000000,1.000000,368.000000,0.000000,8730.000000
100549.000000,44460.000000,"YES","Owner Occupier",4.000000,16.000000,1.000000,3467.000000,1.000000,9290.000000
100551.000000,43707.000000,"YES","Owner Occupier",8.000000,9.000000,1.000000,1131.000000,0.000000,9365.000000
101602.000000,44892.000000,"YES","Private Renting",12.000000,2.000000,2.000000,3337.000000,0.000000,11195.000000
100444.000000,43888.000000,"YES","Owner Occupier",16.000000,21.000000,1.000000,3820.000000,1.000000,7240.000000
100414.000000,58026.000000,"YES","Living with parents/guardian",17.000000,13.000000,1.000000,6156.000000,0.000000,15905.000000
100792.000000,44230.000000,"YES","Owner Occupier",9.000000,22.000000,2.000000,3106.000000,0.000000,540.000000
101439.000000,43890.000000,"YES","Owner Occupier",19.000000,18.000000,2.000000,505.000000,1.000000,6960.000000
100343.000000,45687.000000,"YES","Public Housing",22.000000,16.000000,2.000000,1064.000000,1.000000,8465.000000
101389.000000,59036.000000,"YES","Owner Occupier",7.000000,6.000000,1.000000,495.000000,1.000000,8915.000000
100650.000000,45283.000000,"NO","Public Housing",15.000000,3.000000,1.000000,1460.000000,1.000000,13075.000000
100588.000000,45266.000000,"NO","Public Housing",3.000000,5.000000,1.000000,6805.000000,0.000000,21360.000000
100794.000000,53704.000000,"YES","Owner Occupier",21.000000,17.000000,2.000000,490.000000,1.000000,2825.000000
100700.000000,55140.000000,"NO","Owner Occupier",20.000000,13.000000,2.000000,5095.000000,0.000000,8540.000000
100604.000000,49407.000000,"NO","Owner Occupier",23.000000,13.000000,2.000000,1793.000000,0.000000,8950.000000
101739.000000,43185.000000,"NO","Living with parents/guardian",0.000000,8.000000,1.000000,20.000000,0.000000,9420.000000
100579.000000,45904.000000,"YES","Owner Occupier",22.000000,7.000000,1.000000,60.000000,0.000000,4850.000000
100412.000000,56891.000000,"NO","Owner Occupier",26.000000,1.000000,1.000000,1543.000000,1.000000,5545.000000
101388.000000,48511.000000,"NO","Owner Occupier",21.000000,25.000000,1.000000,793.000000,0.000000,9550.000000
100521.000000,44394.000000,"NO","Owner Occupier",20.000000,17.000000,1.000000,2041.000000,0.000000,10100.000000
101399.000000,44617.000000,"NO","Owner Occupier",4.000000,10.000000,2.000000,154.000000,1.000000,925.000000
101347.000000,55554.000000,"YES","Public Housing",27.000000,0.000000,1.000000,708.000000,0.000000,8615.000000
101376.000000,58505.000000,"YES","Owner Occupier",11.000000,9.000000,2.000000,668.000000,0.000000,5370.000000
100755.000000,53660.000000,"YES","Private Renting",23.000000,17.000000,1.000000,380.000000,1.000000,7945.000000
100424.000000,43895.000000,"YES","Owner Occupier",7.000000,18.000000,1.000000,446.000000,1.000000,9085.000000
100405.000000,43482.000000,"YES","Owner Occupier",4.000000,1.000000,1.000000,361.000000,1.000000,8375.000000
100722.000000,45390.000000,"YES","Owner Occupier",3.000000,2.000000,2.000000,154.000000,0.000000,11710.000000
101295.000000,52725.000000,"YES","Private Renting",26.000000,9.000000,2.000000,12.000000,0.000000,4415.000000
100694.000000,53307.000000,"YES","Owner Occupier",8.000000,27.000000,2.000000,1984.000000,1.000000,9475.000000
100733.000000,45318.000000,"NO","Private Renting",2.000000,3.000000,1.000000,461.000000,1.000000,7665.000000
101272.000000,43593.000000,"YES","Owner Occupier",13.000000,0.000000,1.000000,2315.000000,0.000000,12820.000000
100445.000000,44194.000000,"YES","Private Renting",16.000000,2.000000,2.000000,1007.000000,1.000000,8550.000000
100326.000000,55897.000000,"NO","Private Renting",13.000000,2.000000,2.000000,315.000000,0.000000,9690.000000
100506.000000,43820.000000,"NO","Owner Occupier",3.000000,3.000000,2.000000,230.000000,0.000000,12095.000000
100802.000000,48607.000000,"YES","Owner Occupier",19.000000,23.000000,2.000000,985.000000,1.000000,4415.000000
100665.000000,57520.000000,"YES","Private Renting",25.000000,19.000000,1.000000,890.000000,0.000000,11950.000000
100422.000000,47623.000000,"NO","Private Renting",23.000000,7.000000,1.000000,784.000000,1.000000,8630.000000
101802.000000,48607.000000,"YES","Owner Occupier",19.000000,23.000000,2.000000,985.000000,1.000000,4415.000000
100311.000000,43330.000000,"YES","Owner Occupier",9.000000,6.000000,1.000000,25.000000,1.000000,9630.000000
100724.000000,43348.000000,"NO","Sheltered",12.000000,5.000000,2.000000,608.000000,1.000000,11720.000000
100321.000000,43185.000000,"YES","Owner Occupier",1.000000,9.000000,2.000000,1646.000000,0.000000,8125.000000
101593.000000,50445.000000,"YES","Public Housing",10.000000,8.000000,1.000000,237.000000,1.000000,9310.000000
100761.000000,53102.000000,"NO","Owner Occupier",15.000000,1.000000,1.000000,1147.000000,0.000000,7590.000000
100534.000000,44413.000000,"YES","Private Renting",13.000000,16.000000,2.000000,885.000000,0.000000,4665.000000
100558.000000,45419.000000,"YES","Private Renting",1.000000,2.000000,2.000000,231.000000,0.000000,9200.000000
101468.000000,45970.000000,"NO","Owner Occupier",11.000000,7.000000,1.000000,579.000000,0.000000,9280.000000
100745.000000,45313.000000,"YES","Owner Occupier",13.000000,3.000000,2.000000,341.000000,1.000000,4065.000000
100679.000000,45584.000000,"NO","Private Renting",2.000000,19.000000,1.000000,1256.000000,0.000000,4150.000000
100473.000000,43750.000000,"NO","Private Renting",13.000000,6.000000,1.000000,988.000000,1.000000,7060.000000
101330.000000,45217.000000,"YES","Private Renting",19.000000,8.000000,1.000000,732.000000,0.000000,5860.000000
100510.000000,43976.000000,"NO","Public Housing",18.000000,12.000000,2.000000,745.000000,0.000000,5145.000000
100752.000000,44395.000000,"YES","Owner Occupier",20.000000,16.000000,2.000000,1299.000000,1.000000,8750.000000
100660.000000,49850.000000,"YES","Living with parents/guardian",5.000000,1.000000,2.000000,1265.000000,1.000000,4535.000000
100580.000000,44477.000000,"NO","Private Renting",19.000000,15.000000,1.000000,351.000000,0.000000,8290.000000
100737.000000,44306.000000,"YES","Owner Occupier",15.000000,19.000000,2.000000,7995.000000,1.000000,13220.000000
101470.000000,45949.000000,"NO","Private Renting",17.000000,7.000000,1.000000,3865.000000,0.000000,13010.000000
101353.000000,43908.000000,"NO","Public Housing",18.000000,15.000000,1.000000,4242.000000,0.000000,7915.000000
100593.000000,50445.000000,"YES","Public Housing",10.000000,8.000000,1.000000,237.000000,1.000000,9310.000000
100499.000000,47422.000000,"YES","Owner Occupier",11.000000,12.000000,2.000000,2010.000000,1.000000,12315.000000
101365.000000,45115.000000,"YES","Private Renting",11.000000,13.000000,2.000000,5189.000000,1.000000,16935.000000
100347.000000,55554.000000,"YES","Public Housing",27.000000,0.000000,1.000000,708.000000,0.000000,8615.000000
101386.000000,54603.000000,"NO","Owner Occupier",8.000000,30.000000,2.000000,1562.000000,1.000000,7760.000000
100749.000000,43876.000000,"YES","Private Renting",13.000000,0.000000,2.000000,98.000000,1.000000,5330.000000
101660.000000,49850.000000,"YES","Living with parents/guardian",5.000000,1.000000,2.000000,1265.000000,1.000000,4535.000000
101495.000000,47734.000000,"YES","Sheltered",23.000000,6.000000,2.000000,2631.000000,1.000000,14355.000000
101730.000000,57388.000000,"YES","Private Renting",23.000000,22.000000,1.000000,3450.000000,0.000000,5365.000000
100348.000000,54792.000000,"YES","Owner Occupier",22.000000,17.000000,1.000000,1223.000000,0.000000,6915.000000
100622.000000,49600.000000,"YES","Private Renting",5.000000,9.000000,2.000000,3366.000000,1.000000,9065.000000
101770.000000,53983.000000,"YES","Public Housing",1.000000,9.000000,2.000000,2117.000000,0.000000,9585.000000
101494.000000,55421.000000,"NO","Owner Occupier",11.000000,3.000000,2.000000,1169.000000,0.000000,10715.000000
100320.000000,44483.000000,"NO","Owner Occupier",16.000000,15.000000,2.000000,116.000000,0.000000,7535.000000
100376.000000,58505.000000,"YES","Owner Occupier",11.000000,9.000000,2.000000,668.000000,0.000000,5370.000000
101753.000000,53550.000000,"NO","Public Housing",11.000000,23.000000,1.000000,544.000000,1.000000,7260.000000
101334.000000,44895.000000,"YES","Owner Occupier",8.000000,0.000000,2.000000,888.000000,1.000000,8915.000000
100519.000000,43408.000000,"YES","Owner Occupier",10.000000,4.000000,2.000000,1106.000000,0.000000,10605.000000
101458.000000,46645.000000,"NO","Owner Occupier",19.000000,4.000000,1.000000,884.000000,0.000000,6045.000000
100524.000000,57004.000000,"YES","Private Renting",14.000000,31.000000,1.000000,3561.000000,0.000000,6720.000000
100701.000000,46501.000000,"YES","Private Renting",5.000000,5.000000,2.000000,327.000000,1.000000,9070.000000
101519.000000,43408.000000,"YES","Owner Occupier",10.000000,4.000000,2.000000,1106.000000,0.000000,10605.000000
101421.000000,56486.000000,"YES","Owner Occupier",5.000000,11.000000,1.000000,696.000000,1.000000,4240.000000
100790.000000,44072.000000,"YES","Owner Occupier",5.000000,5.000000,1.000000,1250.000000,0.000000,10590.000000
100681.000000,44582.000000,"NO","Owner Occupier",1.000000,13.000000,1.000000,1581.000000,1.000000,10410.000000
100595.000000,47161.000000,"YES","Public Housing",0.000000,13.000000,2.000000,1096.000000,1.000000,4855.000000
101600.000000,45537.000000,"YES","Private Renting",22.000000,21.000000,2.000000,2698.000000,1.000000,8885.000000
101423.000000,49007.000000,"NO","Living with parents/guardian",14.000000,18.000000,1.000000,13360.000000,0.000000,24375.000000
100770.000000,53983.000000,"YES","Public Housing",1.000000,9.000000,2.000000,2117.000000,0.000000,9585.000000
100684.000000,45712.000000,"YES","Owner Occupier",14.000000,15.000000,2.000000,2216.000000,0.000000,8910.000000
100753.000000,53550.000000,"NO","Public Housing",11.000000,23.000000,1.000000,544.000000,1.000000,7260.000000
100282.000000,45715.000000,"YES","Owner Occupier",8.000000,14.000000,2.000000,772.000000,1.000000,12985.000000
101626.000000,52887.000000,"YES","Public Housing",10.000000,9.000000,2.000000,1339.000000,0.000000,8560.000000
100452.000000,57689.000000,"NO","Owner Occupier",25.000000,19.000000,1.000000,331.000000,1.000000,9915.000000
100476.000000,44318.000000,"YES","Owner Occupier",8.000000,19.000000,1.000000,2096.000000,0.000000,9240.000000
101627.000000,44671.000000,"YES","Private Renting",16.000000,9.000000,2.000000,3971.000000,1.000000,12050.000000
100402.000000,44684.000000,"YES","Owner Occupier",6.000000,9.000000,1.000000,194.000000,1.000000,3965.000000
100493.000000,50515.000000,"NO","Owner Occupier",3.000000,5.000000,1.000000,1642.000000,1.000000,12725.000000
101588.000000,45266.000000,"NO","Public Housing",3.000000,5.000000,1.000000,6805.000000,0.000000,21360.000000
101456.000000,47026.000000,"NO","Private Renting",23.000000,18.000000,2.000000,1368.000000,0.000000,6955.000000
100591.000000,56523.000000,"YES","Public Housing",20.000000,10.000000,1.000000,2066.000000,0.000000,9340.000000
101415.000000,53791.000000,"YES","Owner Occupier",1.000000,15.000000,1.000000,1844.000000,1.000000,11855.000000
100440.000000,44772.000000,"YES","Owner Occupier",9.000000,6.000000,1.000000,469.000000,0.000000,7950.000000
101682.000000,44270.000000,"YES","Owner Occupier",3.000000,22.000000,2.000000,962.000000,1.000000,7845.000000
100398.000000,44187.000000,"YES","Owner Occupier",19.000000,3.000000,1.000000,693.000000,0.000000,9310.000000
100489.000000,48084.000000,"YES","Owner Occupier",10.000000,3.000000,2.000000,555.000000,1.000000,10500.000000
100539.000000,47470.000000,"NO","Private Renting",9.000000,12.000000,1.000000,2111.000000,0.000000,9255.000000
101338.000000,45813.000000,"NO","Owner Occupier",10.000000,13.000000,1.000000,59.000000,0.000000,7385.000000
100670.000000,56470.000000,"YES","Private Renting",31.000000,15.000000,2.000000,390.000000,0.000000,7055.000000
100592.000000,55390.000000,"NO","Living with parents/guardian",23.000000,3.000000,1.000000,812.000000,0.000000,7180.000000
100352.000000,52961.000000,"YES","Public Housing",17.000000,4.000000,1.000000,1853.000000,1.000000,11950.000000
100324.000000,51383.000000,"NO","Owner Occupier",19.000000,12.000000,2.000000,1119.000000,1.000000,7955.000000
100763.000000,45452.000000,"YES","Owner Occupier",12.000000,24.000000,1.000000,5490.000000,1.000000,10040.000000
100322.000000,50295.000000,"NO","Owner Occupier",3.000000,12.000000,1.000000,298.000000,0.000000,6140.000000
100618.000000,45463.000000,"YES","Owner Occupier",2.000000,23.000000,2.000000,478.000000,1.000000,13350.000000
100725.000000,57598.000000,"YES","Public Housing",25.000000,16.000000,1.000000,2171.000000,1.000000,5140.000000
100319.000000,59193.000000,"YES","Owner Occupier",26.000000,0.000000,2.000000,2295.000000,1.000000,7350.000000
100600.000000,45537.000000,"YES","Private Renting",22.000000,21.000000,2.000000,2698.000000,1.000000,8885.000000
100789.000000,43151.000000,"NO","Private Renting",6.000000,9.000000,1.000000,681.000000,1.000000,7290.000000
100338.000000,45813.000000,"NO","Owner Occupier",10.000000,13.000000,1.000000,59.000000,0.000000,7385.000000
101561.000000,45721.000000,"YES","Living with parents/guardian",3.000000,14.000000,1.000000,294.000000,1.000000,7925.000000
100764.000000,44787.000000,"YES","Owner Occupier",9.000000,4.000000,2.000000,982.000000,0.000000,8175.000000
101306.000000,43650.000000,"YES","Public Housing",8.000000,12.000000,1.000000,267.000000,0.000000,7800.000000
100798.000000,47111.000000,"YES","Private Renting",1.000000,14.000000,2.000000,1001.000000,1.000000,10510.000000
100418.000000,59508.000000,"YES","Owner Occupier",2.000000,19.000000,1.000000,3671.000000,1.000000,10595.000000
100732.000000,47623.000000,"YES","Owner Occupier",12.000000,7.000000,2.000000,1358.000000,1.000000,7365.000000
101578.000000,45750.000000,"YES","Public Housing",13.000000,13.000000,1.000000,1930.000000,1.000000,11355.000000
100587.000000,45246.000000,"NO","Living with parents/guardian",6.000000,5.000000,1.000000,737.000000,1.000000,5300.000000
100758.000000,58914.000000,"NO","Living with parents/guardian",11.000000,7.000000,1.000000,1562.000000,1.000000,9490.000000
100672.000000,54777.000000,"YES","Public Housing",26.000000,17.000000,2.000000,2814.000000,1.000000,10895.000000
101599.000000,52495.000000,"NO","Owner Occupier",18.000000,16.000000,2.000000,2527.000000,1.000000,10375.000000
101492.000000,53365.000000,"YES","Owner Occupier",21.000000,26.000000,1.000000,3819.000000,0.000000,10250.000000
100450.000000,54673.000000,"YES","Owner Occupier",15.000000,22.000000,2.000000,3086.000000,1.000000,11875.000000
100373.000000,49678.000000,"YES","Owner Occupier",11.000000,8.000000,2.000000,564.000000,0.000000,7195.000000
100566.000000,56590.000000,"YES","Owner Occupier",27.000000,8.000000,2.000000,332.000000,0.000000,6605.000000
100346.000000,52118.000000,"YES","Private Renting",17.000000,22.000000,2.000000,2771.000000,1.000000,8390.000000
100451.000000,46949.000000,"YES","Public Housing",0.000000,2.000000,2.000000,1634.000000,1.000000,9720.000000
100688.000000,45654.000000,"YES","Public Housing",6.000000,18.000000,2.000000,5471.000000,0.000000,6915.000000
100731.000000,49789.000000,"YES","Owner Occupier",2.000000,4.000000,2.000000,44.000000,0.000000,9340.000000
101324.000000,51383.000000,"NO","Owner Occupier",19.000000,12.000000,2.000000,1119.000000,1.000000,7955.000000
100529.000000,50075.000000,"YES","Private Renting",4.000000,18.000000,2.000000,3768.000000,0.000000,6095.000000
101412.000000,56891.000000,"NO","Owner Occupier",26.000000,1.000000,1.000000,1543.000000,1.000000,5545.000000
100430.000000,45066.000000,"YES","Private Renting",16.000000,15.000000,1.000000,860.000000,1.000000,6605.000000
101720.000000,44682.000000,"YES","Private Renting",12.000000,9.000000,1.000000,1192.000000,1.000000,7320.000000
101280.000000,44202.000000,"YES","Owner Occupier",8.000000,0.000000,2.000000,748.000000,0.000000,10455.000000
101598.000000,43514.000000,"YES","Private Renting",17.000000,0.000000,2.000000,274.000000,0.000000,3425.000000
100799.000000,49866.000000,"NO","Owner Occupier",10.000000,24.000000,1.000000,2493.000000,0.000000,9340.000000
101684.000000,45712.000000,"YES","Owner Occupier",14.000000,15.000000,2.000000,2216.000000,0.000000,8910.000000
100630.000000,53180.000000,"YES","Owner Occupier",9.000000,31.000000,2.000000,11860.000000,0.000000,16335.000000
100768.000000,52772.000000,"YES","Owner Occupier",23.000000,9.000000,2.000000,1348.000000,1.000000,8340.000000
100363.000000,44193.000000,"YES","Public Housing",18.000000,3.000000,1.000000,260.000000,0.000000,6605.000000
101676.000000,44597.000000,"YES","Owner Occupier",10.000000,12.000000,2.000000,468.000000,0.000000,8630.000000
100407.000000,43989.000000,"YES","Owner Occupier",8.000000,10.000000,1.000000,30.000000,1.000000,5805.000000
100531.000000,45159.000000,"NO","Owner Occupier",6.000000,12.000000,1.000000,2310.000000,0.000000,12065.000000
100361.000000,44613.000000,"NO","Public Housing",17.000000,11.000000,2.000000,2134.000000,0.000000,4215.000000
100746.000000,45194.000000,"NO","Owner Occupier",15.000000,10.000000,2.000000,1678.000000,1.000000,12915.000000
101592.000000,55390.000000,"NO","Living with parents/guardian",23.000000,3.000000,1.000000,812.000000,0.000000,7180.000000
101414.000000,58026.000000,"YES","Living with parents/guardian",17.000000,13.000000,1.000000,6156.000000,0.000000,15905.000000
100360.000000,44052.000000,"YES","Owner Occupier",13.000000,5.000000,2.000000,375.000000,0.000000,9305.000000
100727.000000,51939.000000,"NO","Public Housing",5.000000,2.000000,1.000000,382.000000,0.000000,11090.000000
100329.000000,44781.000000,"YES","Owner Occupier",15.000000,4.000000,1.000000,331.000000,0.000000,10165.000000
100344.000000,49745.000000,"NO","Private Renting",24.000000,6.000000,1.000000,518.000000,1.000000,5915.000000
100728.000000,57623.000000,"YES","Owner Occupier",1.000000,10.000000,1.000000,4133.000000,1.000000,10995.000000
100303.000000,43795.000000,"YES","Public Housing",17.000000,5.000000,2.000000,1171.000000,0.000000,11285.000000
100645.000000,43648.000000,"NO","Owner Occupier",14.000000,12.000000,1.000000,2496.000000,1.000000,6095.000000
101320.000000,44483.000000,"NO","Owner Occupier",16.000000,15.000000,2.000000,116.000000,0.000000,7535.000000
100495.000000,47734.000000,"YES","Sheltered",23.000000,6.000000,2.000000,2631.000000,1.000000,14355.000000
100781.000000,44294.000000,"YES","Owner Occupier",9.000000,20.000000,2.000000,3195.000000,1.000000,10825.000000
100417.000000,44159.000000,"YES","Public Housing",6.000000,4.000000,1.000000,1110.000000,0.000000,7735.000000
101716.000000,45217.000000,"NO","Owner Occupier",17.000000,8.000000,2.000000,445.000000,1.000000,11455.000000
100693.000000,48414.000000,"NO","Public Housing",9.000000,0.000000,2.000000,232.000000,0.000000,9240.000000
101737.000000,44306.000000,"YES","Owner Occupier",15.000000,19.000000,2.000000,7995.000000,1.000000,13220.000000
100409.000000,43957.000000,"NO","Public Housing",18.000000,13.000000,2.000000,286.000000,1.000000,7810.000000
100419.000000,51219.000000,"YES","Private Renting",14.000000,15.000000,2.000000,1292.000000,1.000000,7005.000000
100585.000000,44010.000000,"YES","Private Renting",4.000000,7.000000,2.000000,542.000000,1.000000,10180.000000
100706.000000,46965.000000,"NO","Public Housing",21.000000,0.000000,1.000000,83.000000,1.000000,4070.000000
100378.000000,49075.000000,"NO","Owner Occupier",7.000000,16.000000,2.000000,133.000000,0.000000,4900.000000
100388.000000,48511.000000,"NO","Owner Occupier",21.000000,25.000000,1.000000,793.000000,0.000000,9550.000000
100720.000000,44682.000000,"YES","Private Renting",12.000000,9.000000,1.000000,1192.000000,1.000000,7320.000000
100342.000000,43202.000000,"YES","Owner Occupier",17.000000,7.000000,1.000000,1412.000000,1.000000,8925.000000
100739.000000,43185.000000,"NO","Living with parents/guardian",0.000000,8.000000,1.000000,20.000000,0.000000,9420.000000
100295.000000,52725.000000,"YES","Private Renting",26.000000,9.000000,2.000000,12.000000,0.000000,4415.000000
101580.000000,44477.000000,"NO","Private Renting",19.000000,15.000000,1.000000,351.000000,0.000000,8290.000000
101325.000000,52540.000000,"YES","Sheltered",0.000000,15.000000,2.000000,397.000000,0.000000,8250.000000
100310.000000,43972.000000,"YES","Private Renting",0.000000,13.000000,1.000000,340.000000,1.000000,7410.000000
100570.000000,55565.000000,"NO","Owner Occupier",23.000000,0.000000,2.000000,2219.000000,0.000000,11885.000000
100682.000000,44270.000000,"YES","Owner Occupier",3.000000,22.000000,2.000000,962.000000,1.000000,7845.000000
100586.000000,44378.000000,"YES","Private Renting",9.000000,18.000000,2.000000,306.000000,0.000000,7445.000000
100399.000000,44617.000000,"NO","Owner Occupier",4.000000,10.000000,2.000000,154.000000,1.000000,925.000000
100523.000000,44936.000000,"YES","Owner Occupier",1.000000,22.000000,1.000000,4502.000000,0.000000,11015.000000
100769.000000,58529.000000,"YES","Sheltered",0.000000,9.000000,1.000000,1108.000000,0.000000,11775.000000
100367.000000,43645.000000,"YES","Owner Occupier",5.000000,13.000000,2.000000,502.000000,0.000000,4600.000000
100614.000000,43622.000000,"YES","Owner Occupier",8.000000,18.000000,1.000000,3828.000000,1.000000,5625.000000
100503.000000,44095.000000,"YES","Private Renting",13.000000,4.000000,1.000000,368.000000,0.000000,8730.000000
100664.000000,50631.000000,"YES","Private Renting",26.000000,21.000000,2.000000,2132.000000,0.000000,3110.000000
100666.000000,59179.000000,"YES","Living with parents/guardian",29.000000,5.000000,1.000000,5780.000000,1.000000,11885.000000
101793.000000,50552.000000,"YES","Owner Occupier",5.000000,23.000000,1.000000,466.000000,0.000000,6880.000000
100707.000000,46119.000000,"YES","Private Renting",1.000000,6.000000,1.000000,104.000000,0.000000,11470.000000
101551.000000,43707.000000,"YES","Owner Occupier",8.000000,9.000000,1.000000,1131.000000,0.000000,9365.000000
101537.000000,45081.000000,"NO","Owner Occupier",14.000000,15.000000,2.000000,713.000000,1.000000,8430.000000
100757.000000,54451.000000,"YES","Private Renting",14.000000,30.000000,1.000000,3312.000000,1.000000,9440.000000
100526.000000,52545.000000,"YES","Owner Occupier",25.000000,14.000000,1.000000,1125.000000,0.000000,8060.000000
100396.000000,44442.000000,"YES","Private Renting",12.000000,16.000000,1.000000,578.000000,0.000000,7600.000000
100365.000000,45115.000000,"YES","Private Renting",11.000000,13.000000,2.000000,5189.000000,1.000000,16935.000000
100379.000000,56087.000000,"YES","Private Renting",14.000000,16.000000,2.000000,1386.000000,1.000000,9100.000000
100507.000000,43633.000000,"YES","Public Housing",14.000000,16.000000,1.000000,6100.000000,0.000000,7330.000000
101664.000000,50631.000000,"YES","Private Renting",26.000000,21.000000,2.000000,2132.000000,0.000000,3110.000000
100628.000000,50199.000000,"YES","Private Renting",5.000000,12.000000,1.000000,1230.000000,0.000000,10070.000000
100715.000000,44150.000000,"YES","Owner Occupier",9.000000,4.000000,2.000000,1038.000000,1.000000,9010.000000
100487.000000,49409.000000,"YES","Owner Occupier",11.000000,12.000000,2.000000,107.000000,1.000000,9745.000000
100354.000000,57718.000000,"YES","Owner Occupier",25.000000,16.000000,2.000000,1555.000000,1.000000,6285.000000
